MarkNo,CaptureNo,ScaleNo,ScaleNoMax,Period,AgeTotal,AgeRiver,AgeLake,Length,SmoltingStatus,MaturationStatus,SpawnStatus,Year,Sex,Origin,HatchYear,AgeAtSmolting,LengthAtSmolting,AgeAtMaturation,LengthAtMaturation,SpawnCount,CaptureYear
NP 22037,1,1,1,River,2,2,0,105,0,0,0,1984,female,wild,1982,6,305,8,540,1,1990
NP 22037,1,1,1,River,3,3,0,165,0,0,0,1985,female,wild,1982,6,305,8,540,1,1990
NP 22037,1,1,1,River,4,4,0,220,0,0,0,1986,female,wild,1982,6,305,8,540,1,1990
NP 22037,1,1,1,River,5,5,0,265,0,0,0,1987,female,wild,1982,6,305,8,540,1,1990
NP 22037,1,1,1,River,6,6,0,305,1,0,0,1988,female,wild,1982,6,305,8,540,1,1990
NP 22037,1,1,1,Lake,7,6,1,445,1,0,0,1989,female,wild,1982,6,305,8,540,1,1990
NP 22037,1,1,1,Lake,8,6,2,540,1,1,1,1990,female,wild,1982,6,305,8,540,1,1990
NP 22038,1,1,1,Lake,NA,NA,1,345,1,0,0,1986,female,stocked,NA,NA,245,NA,645,2,1990
NP 22038,1,1,1,Lake,NA,NA,2,525,1,0,0,1987,female,stocked,NA,NA,245,NA,645,2,1990
NP 22038,1,1,1,Lake,NA,NA,3,645,1,1,1,1988,female,stocked,NA,NA,245,NA,645,2,1990
NP 22038,1,1,1,Lake,NA,NA,4,655,1,1,0,1989,female,stocked,NA,NA,245,NA,645,2,1990
NP 22038,1,1,1,Lake,NA,NA,5,760,1,1,1,1990,female,stocked,NA,NA,245,NA,645,2,1990
NP 22039,1,1,1,Lake,NA,NA,1,335,1,0,0,1988,female,stocked,NA,NA,230,NA,670,1,1990
NP 22039,1,1,1,Lake,NA,NA,2,510,1,0,0,1989,female,stocked,NA,NA,230,NA,670,1,1990
NP 22039,1,1,1,Lake,NA,NA,3,670,1,1,1,1990,female,stocked,NA,NA,230,NA,670,1,1990
NP 22041,1,1,1,Lake,NA,NA,1,385,1,0,0,1988,male,stocked,NA,NA,220,NA,700,1,1990
NP 22041,1,1,1,Lake,NA,NA,2,540,1,0,0,1989,male,stocked,NA,NA,220,NA,700,1,1990
NP 22041,1,1,1,Lake,NA,NA,3,700,1,1,1,1990,male,stocked,NA,NA,220,NA,700,1,1990
NP 22042,1,1,1,Lake,NA,NA,1,350,1,0,0,1988,female,stocked,NA,NA,225,NA,575,1,1990
NP 22042,1,1,1,Lake,NA,NA,2,475,1,0,0,1989,female,stocked,NA,NA,225,NA,575,1,1990
NP 22042,1,1,1,Lake,NA,NA,3,575,1,1,1,1990,female,stocked,NA,NA,225,NA,575,1,1990
NP 22043,1,1,1,Lake,NA,NA,1,345,1,0,0,1988,female,stocked,NA,NA,230,NA,580,1,1990
NP 22043,1,1,1,Lake,NA,NA,2,475,1,0,0,1989,female,stocked,NA,NA,230,NA,580,1,1990
NP 22043,1,1,1,Lake,NA,NA,3,580,1,1,1,1990,female,stocked,NA,NA,230,NA,580,1,1990
NP 22044,1,1,1,Lake,NA,NA,1,300,1,0,0,1988,female,wild,NA,NA,200,NA,570,1,1990
NP 22044,1,1,1,Lake,NA,NA,2,435,1,0,0,1989,female,wild,NA,NA,200,NA,570,1,1990
NP 22044,1,1,1,Lake,NA,NA,3,570,1,1,1,1990,female,wild,NA,NA,200,NA,570,1,1990
NP 22045,1,1,1,River,1,1,0,75,0,0,0,1984,female,wild,1983,5,335,7,585,1,1990
NP 22045,1,1,1,River,2,2,0,165,0,0,0,1985,female,wild,1983,5,335,7,585,1,1990
NP 22045,1,1,1,River,3,3,0,235,0,0,0,1986,female,wild,1983,5,335,7,585,1,1990
NP 22045,1,1,1,River,4,4,0,280,0,0,0,1987,female,wild,1983,5,335,7,585,1,1990
NP 22045,1,1,1,River,5,5,0,335,1,0,0,1988,female,wild,1983,5,335,7,585,1,1990
NP 22045,1,1,1,Lake,6,5,1,475,1,0,0,1989,female,wild,1983,5,335,7,585,1,1990
NP 22045,1,1,1,Lake,7,5,2,585,1,1,1,1990,female,wild,1983,5,335,7,585,1,1990
NP 22046,1,1,1,River,1,1,0,36,0,0,0,1986,male,wild,1985,4,275,5,415,1,1990
NP 22046,1,1,1,River,2,2,0,125,0,0,0,1987,male,wild,1985,4,275,5,415,1,1990
NP 22046,1,1,1,River,3,3,0,205,0,0,0,1988,male,wild,1985,4,275,5,415,1,1990
NP 22046,1,1,1,River,4,4,0,275,1,0,0,1989,male,wild,1985,4,275,5,415,1,1990
NP 22046,1,1,1,Lake,5,4,1,415,1,1,1,1990,male,wild,1985,4,275,5,415,1,1990
NP 22047,1,1,1,Lake,NA,NA,1,385,1,0,0,1989,male,stocked,NA,NA,225,NA,505,1,1990
NP 22047,1,1,1,Lake,NA,NA,2,505,1,1,1,1990,male,stocked,NA,NA,225,NA,505,1,1990
NP 22048,1,1,1,River,1,1,0,55,0,0,0,1985,female,wild,1984,4,220,6,530,1,1990
NP 22048,1,1,1,River,2,2,0,105,0,0,0,1986,female,wild,1984,4,220,6,530,1,1990
NP 22048,1,1,1,River,3,3,0,145,0,0,0,1987,female,wild,1984,4,220,6,530,1,1990
NP 22048,1,1,1,River,4,4,0,220,1,0,0,1988,female,wild,1984,4,220,6,530,1,1990
NP 22048,1,1,1,Lake,5,4,1,395,1,0,0,1989,female,wild,1984,4,220,6,530,1,1990
NP 22048,1,1,1,Lake,6,4,2,530,1,1,1,1990,female,wild,1984,4,220,6,530,1,1990
NP 22049,1,1,1,Lake,NA,NA,1,350,1,0,0,1989,female,wild,NA,NA,195,NA,510,1,1990
NP 22049,1,1,1,Lake,NA,NA,2,510,1,1,1,1990,female,wild,NA,NA,195,NA,510,1,1990
NP 22050,1,1,1,Lake,NA,NA,1,385,1,0,0,1989,male,stocked,NA,NA,215,NA,490,1,1990
NP 22050,1,1,1,Lake,NA,NA,2,490,1,1,1,1990,male,stocked,NA,NA,215,NA,490,1,1990
NP 22051,1,1,1,River,1,1,0,60,0,0,0,1986,female,wild,1985,3,205,5,490,1,1990
NP 22051,1,1,1,River,2,2,0,140,0,0,0,1987,female,wild,1985,3,205,5,490,1,1990
NP 22051,1,1,1,River,3,3,0,205,1,0,0,1988,female,wild,1985,3,205,5,490,1,1990
NP 22051,1,1,1,Lake,4,3,1,365,1,0,0,1989,female,wild,1985,3,205,5,490,1,1990
NP 22051,1,1,1,Lake,5,3,2,490,1,1,1,1990,female,wild,1985,3,205,5,490,1,1990
NP 22052,1,1,1,Lake,NA,NA,1,385,1,1,1,1990,male,stocked,NA,NA,245,NA,385,1,1990
NP 22054,1,1,1,Lake,NA,NA,1,455,1,0,0,1987,female,stocked,NA,NA,255,NA,610,2,1990
NP 22054,1,1,1,Lake,NA,NA,2,610,1,1,1,1988,female,stocked,NA,NA,255,NA,610,2,1990
NP 22054,1,1,1,Lake,NA,NA,3,620,1,1,0,1989,female,stocked,NA,NA,255,NA,610,2,1990
NP 22054,1,1,1,Lake,NA,NA,4,725,1,1,1,1990,female,stocked,NA,NA,255,NA,610,2,1990
NP 22055,1,1,1,Lake,NA,NA,1,445,1,1,1,1990,male,stocked,NA,NA,285,NA,445,1,1990
NP 22056,1,1,1,Lake,NA,NA,1,345,1,0,0,1988,female,stocked,NA,NA,265,NA,660,1,1990
NP 22056,1,1,1,Lake,NA,NA,2,525,1,0,0,1989,female,stocked,NA,NA,265,NA,660,1,1990
NP 22056,1,1,1,Lake,NA,NA,3,660,1,1,1,1990,female,stocked,NA,NA,265,NA,660,1,1990
NP 22057,1,1,1,River,1,1,0,75,0,0,0,1984,female,wild,1983,5,240,7,525,1,1990
NP 22057,1,1,1,River,2,2,0,145,0,0,0,1985,female,wild,1983,5,240,7,525,1,1990
NP 22057,1,1,1,River,3,3,0,180,0,0,0,1986,female,wild,1983,5,240,7,525,1,1990
NP 22057,1,1,1,River,4,4,0,205,0,0,0,1987,female,wild,1983,5,240,7,525,1,1990
NP 22057,1,1,1,River,5,5,0,240,1,0,0,1988,female,wild,1983,5,240,7,525,1,1990
NP 22057,1,1,1,Lake,6,5,1,385,1,0,0,1989,female,wild,1983,5,240,7,525,1,1990
NP 22057,1,1,1,Lake,7,5,2,525,1,1,1,1990,female,wild,1983,5,240,7,525,1,1990
NP 22058,1,1,1,Lake,NA,NA,1,335,1,0,0,1986,female,stocked,NA,NA,205,NA,645,2,1990
NP 22058,1,1,1,Lake,NA,NA,2,530,1,0,0,1987,female,stocked,NA,NA,205,NA,645,2,1990
NP 22058,1,1,1,Lake,NA,NA,3,645,1,1,1,1988,female,stocked,NA,NA,205,NA,645,2,1990
NP 22058,1,1,1,Lake,NA,NA,4,665,1,1,0,1989,female,stocked,NA,NA,205,NA,645,2,1990
NP 22058,1,1,1,Lake,NA,NA,5,760,1,1,1,1990,female,stocked,NA,NA,205,NA,645,2,1990
NP 22059,1,1,1,Lake,NA,NA,1,345,1,0,0,1988,female,stocked,NA,NA,245,NA,630,1,1990
NP 22059,1,1,1,Lake,NA,NA,2,500,1,0,0,1989,female,stocked,NA,NA,245,NA,630,1,1990
NP 22059,1,1,1,Lake,NA,NA,3,630,1,1,1,1990,female,stocked,NA,NA,245,NA,630,1,1990
NP 22060,1,1,1,Lake,NA,NA,1,350,1,0,0,1988,male,stocked,NA,NA,245,NA,590,1,1990
NP 22060,1,1,1,Lake,NA,NA,2,485,1,0,0,1989,male,stocked,NA,NA,245,NA,590,1,1990
NP 22060,1,1,1,Lake,NA,NA,3,590,1,1,1,1990,male,stocked,NA,NA,245,NA,590,1,1990
NP 22061,1,1,1,Lake,NA,NA,1,355,1,0,0,1986,female,stocked,NA,NA,230,NA,630,2,1990
NP 22061,1,1,1,Lake,NA,NA,2,530,1,0,0,1987,female,stocked,NA,NA,230,NA,630,2,1990
